Linux 4.15.0-96-generic (team25-hw6) 	04/25/20 	_x86_64_	(48 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:54:33    64055      4870    8.00    2.00  100.00    1.00    6.01    34   2046.00      0.00 59799920 33595088  17.09   1288.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:54:34    64055      4870    0.00   15.00  100.00    0.00    5.17    34   1916.00      0.00 59799920 33595088  17.09      0.00      4.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:54:35    64055      4870    6.00    0.00  100.00    0.00    3.63    34   1114.00      0.00 59799920 33595088  17.09    256.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:54:36    64055      4870    0.00   20.00  100.00    0.00    7.88    34   2828.00      0.00 59799920 33595088  17.09   1536.00      8.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:54:37    64055      4870    4.00   82.00  100.00    0.00    4.63    34   2426.00      0.00 59799920 33595088  17.09      0.00 198244.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:54:38    64055      4870    0.00   26.00  100.00    0.00    5.28    34   1745.00      0.00 59799920 33595088  17.09      0.00      8.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:54:39    64055      4870    3.00    3.00  100.00    0.00    3.25    34   1410.00      0.00 59799920 33595088  17.09   1024.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:54:40    64055      4870    3.00   11.00  100.00    0.00    7.24    34   3341.00      0.00 59799920 33595088  17.09    512.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:54:41    64055      4870    0.00   11.00  100.00    0.00    3.29    34   1333.00      0.00 59799920 33595088  17.09      0.00      4.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:54:42    64055      4870    0.00   47.00  100.00    0.00    6.18    34   3376.00      0.00 59799920 33595088  17.09   1668.00  86448.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:54:43    64055      4870    5.00   13.00  100.00    0.00    5.20    34   1121.00      0.00 59799920 33595088  17.09      0.00  45740.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:54:44    64055      4870    5.00   16.00  100.00    0.00    6.07    34   3949.00      0.00 59799920 33595088  17.09   1728.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:54:45    64055      4870    0.00    5.00  100.00    0.00    2.46    34    115.00      0.00 59799920 33595088  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:54:46    64055      4870    6.00    4.00  100.00    0.00   17.88    34   1890.00      0.00 59799920 33595088  17.09      0.00      8.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:54:47    64055      4870   10.00   17.00  100.00    1.00    4.56    34   3572.00      0.00 59799920 33595088  17.09   1664.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:54:48    64055      4870    0.00   64.00  100.00    0.00    3.76    34   1077.00      0.00 59799920 33595088  17.09      0.00 198352.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:54:49    64055      4870    3.00   33.00  100.00    0.00    7.59    34   4529.00      0.00 59799920 33595088  17.09      0.00   1200.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:54:50    64055      4870    0.00    3.00  100.00    0.00    3.31    34   1497.00      0.00 59799920 33595088  17.09   1024.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:54:51    64055      4870    9.00   17.00  100.00    0.00    5.99    34   5032.00      0.00 59799920 33595088  17.09    640.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:54:52    64055      4870    5.00    2.00  100.00    0.00    4.28    34   1518.00      0.00 59799920 33595088  17.09      0.00      8.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:54:53    64055      4870    0.00   99.00  100.00    0.00   11.10    34   4932.00      0.00 59799920 33595088  17.09      0.00 132252.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:54:54    64055      4870    6.00    9.00  100.00    0.00    4.22    34   2719.00      0.00 59799920 33595088  17.09   1664.00    136.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:54:55    64055      4870   11.00    9.00  100.00    0.00    6.42    34   5047.00      0.00 59799920 33595088  17.09   1664.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:54:56    64055      4870    0.00   14.00  100.00    0.00    4.82    34   1919.00      0.00 59799920 33595088  17.09      0.00      8.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:54:57    64055      4870    1.00   10.00  100.00    0.00    5.63    34   3507.00      0.00 59799920 33595088  17.09   1544.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:54:58    64055      4870    5.00  100.00  100.00    0.00    9.84    18   2754.00      0.00 59799920 33595088  17.09      0.00 198164.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:54:59    64055      4870    0.00   22.00  100.00    1.00   13.88    18   1938.00      0.00 59799920 33595088  17.09      0.00     88.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:00    64055      4870    5.00    0.00  100.00    0.00    3.88    18   1341.00      0.00 59799920 33595088  17.09      4.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:01    64055      4870    4.00   37.00  100.00    0.00    6.94     6   5707.00      0.00 59799920 33595088  17.09     28.00     88.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:02    64055      4870    3.00    4.00  100.00    0.00    2.46     6   1596.00      0.00 59799920 33595088  17.09   1460.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:03    64055      4870    7.00   20.00  100.00    0.00    6.94     6   5857.00      0.00 59799920 33595088  17.09   1304.00      4.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:04    64055      4870    1.00   46.00  100.00    0.00    3.65    10   1919.00      0.00 59799920 33595088  17.09    128.00 132104.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:05    64055      4870    3.00   21.00  100.00    0.00    5.62    10   2111.00      0.00 59799920 33595088  17.09      0.00      8.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:06    64055      4870    2.00    6.00  100.00    0.00    3.71    10   1772.00      0.00 59799920 33595088  17.09    808.00    108.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:07    64055      4870    1.00   27.00  100.00    0.00    5.78    10   4495.00      0.00 59799920 33595088  17.09      0.00      8.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:08    64055      4870    6.93    1.98  100.00    0.00    8.24    10   2863.37      0.00 59799920 33595088  17.09      0.00      7.92      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:09    64055      4870    0.00   51.00  100.00    0.00    5.22    12   2315.00      0.00 59799920 33595088  17.09      0.00 198156.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:10    64055      4870   11.00   18.00  100.00    0.00    5.02    12   3111.00      0.00 59799920 33595088  17.09      0.00      8.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:11    64055      4870    6.00   24.00  100.00    0.00    4.47    12  26586.00      0.00 59799920 33595088  17.09      4.00     32.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:12    64055      4870    4.00   30.00  100.00    0.00    8.23    12  12249.00      0.00 59799920 33595088  17.09      0.00    972.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:13    64055      4870    7.00   20.00  100.00    0.00    6.21    12   9885.00      0.00 59799920 33595088  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:14    64055      4870   14.00   60.00  100.00    0.00    4.83    12  55971.00      0.00 59799920 33595088  17.09      0.00  80344.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:15    64055      4870   12.00   72.00  100.00    0.00    5.54    12  36665.00      0.00 59799920 33595088  17.09     16.00  51760.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:16    64055      4870   12.00   53.00  100.00    0.00    4.70    12  34512.00      0.00 59799920 33595088  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:17    64055      4870   15.00   51.00  100.00    0.00    4.18    46  26098.00      0.00 59799920 33595088  17.09     36.00    908.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:18    64055      4870    4.00  100.00  100.00    1.00    6.16    26  42200.00      0.00 59799920 33595088  17.09     24.00 146592.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:19    64055      4870    8.00  100.00  100.00    0.00   11.10    12  46244.00      0.00 59799920 33595088  17.09      0.00 433388.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:20    64055      4870   15.00  100.00  100.00    0.00   13.84    30  39984.00      0.00 59799920 33595088  17.09     36.00 898072.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:21    64055      4870   16.00  100.00  100.00    0.00   16.37    23  37217.00      0.00 59799920 33595088  17.09     64.00 1138868.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:22    64055      4870   14.00  100.00  100.00    0.00   11.26    45  34447.00      0.00 59799920 33595088  17.09     64.00 517036.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:23    64055      4870   15.00   66.00  100.00    0.00    4.80    34  46579.00      0.00 59799920 33595088  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:30    64055      4870   12.66  100.00  100.00    0.16    6.39    29  44182.53      0.00 59799920 33595088  17.09     17.95 102675.64      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:31    64055      4870   11.00  100.00  100.00    0.00   20.54    20  46603.00      0.00 59799920 33595088  17.09     48.00 888604.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:32    64055      4870    9.00  100.00  100.00    0.00   17.76    16  45083.00      0.00 59799920 33595088  17.09     80.00 858624.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:33    64055      4870   14.00  100.00  100.00    0.00   18.78     5  45333.00      0.00 59799920 33595088  17.09     56.00 840644.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:34    64055      4870   11.00  100.00  100.00    1.00   21.60    16  47449.00      0.00 59799920 33595088  17.09     72.00 1072152.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:35    64055      4870    0.00  100.00  100.00    0.00    8.25     6   3892.00      0.00 59799920 33595088  17.09     20.00 134028.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:36    64055      4870   15.00   47.00  100.00    0.00    3.92    25    491.00      0.00 59799920 33595088  17.09     16.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:37    64055      4870   10.00   65.00  100.00    0.00    5.64    18  21281.00      0.00 59799920 33595088  17.09      8.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:38    64055      4870   12.00   62.00  100.00    0.00    4.55    27  30086.00      0.00 59799920 33595088  17.09     16.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:39    64055      4870   14.00   50.00  100.00    0.00    4.06    20  23121.00      0.00 59799920 33595088  17.09     52.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:40    64055      4870    2.00   55.00  100.00    0.00    3.74    39  21481.00      0.00 59799920 33595088  17.09     28.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:41    64055      4870   16.00   45.00  100.00    0.00    3.42    25  18671.00      0.00 59799920 33595088  17.09     60.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:42    64055      4870    5.00   68.00  100.00    0.00    4.79    25  13212.00      0.00 59799920 33595088  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:43    64055      4870   14.00   62.00  100.00    0.00    4.79    34  19626.00      0.00 59799920 33595088  17.09     12.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:44    64055      4870   15.00  100.00  100.00    0.00   10.52     0  22981.00      0.00 59799920 33595088  17.09      0.00 407716.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:45    64055      4870   14.00  100.00  100.00    0.00   19.31    30  23178.00      0.00 59799920 33595088  17.09      0.00 1096728.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:46    64055      4870   10.00  100.00  100.00    1.00   18.74    28  13968.00      0.00 59799920 33595088  17.09     68.00 1127704.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:47    64055      4870   13.00  100.00  100.00    0.00   21.34    19  16170.00      0.00 59799920 33595088  17.09     68.00 1065428.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:48    64055      4870   22.00  100.00  100.00    0.00   15.15    14  12414.00      0.00 59799920 33595088  17.09      0.00 592500.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:49    64055      4870   17.00  100.00  100.00    0.00   13.45    29   8704.00      0.00 59799920 33595088  17.09      0.00 476556.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:50    64055      4870   12.00   58.00  100.00    0.00    5.29     3   9030.00      0.00 59799920 33595088  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:51    64055      4870    7.00   21.00   59.00    0.00    1.82     3   2256.00      0.00 59799920 33595088  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:52    64055      4870    0.00   23.00   12.00    0.00    0.67     3     30.00      0.00 59799920 33595088  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:53    64055      4870    3.00   13.00    8.00    0.00    0.50     3     52.00      0.00 59799920 33595088  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:54    64055      4870    1.00   12.00   12.00    0.00    0.52     3     14.00      0.00 59799920 33595088  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:55    64055      4870    0.00    9.00   11.00    0.00    0.35     3     45.00      0.00 59799920 33595088  17.09      0.00      0.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:56    64055      4870   10.00    2.00    6.00    0.00    0.38    35     80.00      0.00 59799920 33595088  17.09      0.00   8324.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:57    64055      4870    0.00  100.00  100.00    0.00   13.75    35  11957.00      0.00 59799920 33595088  17.09  30184.00 624248.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:58    64055      4870   12.00  100.00  100.00    0.00   19.60    39   7492.00      0.00 59799920 33595088  17.09 186924.00 890236.00      0.00       0  qemu-system-x86

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:55:59    64055      4870   10.00  100.00  100.00    0.00    9.06     8   7533.00      0.00 59799920 33595088  17.09  39028.00 333976.00      0.00       0  qemu-system-x86

